UNITID,EFFYLEV,EFYTOTLT
164562,2,2433
164562,4,627
164571,1,733
164571,2,672
164571,4,61
164580,1,3843
164580,2,1907
164580,4,1936
164599,1,95
164599,2,95
164614,1,159
164614,2,159
164632,1,2333
164632,2,1603
164632,4,730
164641,1,1405
164641,2,1405
164678,1,355
164678,2,355
164720,1,2016
164720,2,2016
164739,1,5937
164739,2,4395
164739,4,1542
164748,1,4892
164748,2,4892
164775,1,3372
164775,2,3372
164845,1,495
164845,2,495
164872,1,1849
164872,2,1260
164872,4,589
164915,1,178
164915,4,178
164924,1,15857
164924,2,10398
164924,4,5459
164933,1,713
164933,2,513
164933,4,200
164988,1,39934
164988,2,22955
164988,4,16979
165015,1,6203
165015,2,3582
165015,4,2621
165024,1,13318
165024,2,10168
165024,4,3150
165033,1,12156
165033,2,12156
165060,1,329
165060,2,329
165112,1,16545
165112,2,16545
165149,1,24
165149,2,24
165167,1,6890
165167,2,1925
165167,4,4965
165194,1,6668
165194,2,6668
165255,1,245
165255,2,245
165264,1,761
165264,2,761
165334,1,3850
165334,2,2508
165334,4,1342
165495,1,19
165495,4,19
165529,1,3923
165529,2,3429
165529,4,494
165556,1,1436
165556,2,1436
165574,1,1561
165574,2,1561
165608,1,84
165608,2,84
165635,1,277
165635,2,277
165644,1,1294
165644,2,1018
165644,4,276
165662,1,4631
165662,2,3749
165662,4,882
165671,1,2933
165671,2,2507
165671,4,426
165680,1,132
165680,2,132
165699,1,7713
165699,2,2474
165699,4,5239
165705,1,101
165705,4,101
165750,1,166
165750,2,166
165802,1,1992
165802,2,1992
165820,1,11855
165820,2,4919
165820,4,6936
165866,1,10487
165866,2,4876
165866,4,5611
165884,1,678
165884,2,678
165936,1,2027
165936,2,1679
165936,4,348
165945,1,2529
165945,4,2529
165981,1,3391
165981,2,3391
166009,1,180
166009,2,180
166018,1,1523
166018,2,1523
166027,1,34412
166027,2,14317
166027,4,20095
166045,1,265
166045,2,10
166045,4,255
166054,1,387
166054,2,151
166054,4,236
166063,1,72
166063,2,72
166124,1,2967
166124,2,2967
166133,1,9937
166133,2,9937
166276,1,424
166276,2,424
166294,1,110
166294,2,110
166319,1,106
166319,2,106
166328,1,73
166328,2,73
166391,1,1776
166391,2,1579
166391,4,197
166407,1,404
166407,2,404
166452,1,9061
166452,2,2311
166452,4,6750
166489,1,247
166489,2,50
166489,4,197
166498,1,158
166498,2,158
166513,1,17355
166513,2,13205
166513,4,4150
166586,1,72
166586,2,72
166595,1,131
166595,2,131
166601,1,300
166601,2,300
166629,1,31244
166629,2,24015
166629,4,7229
166638,1,19797
166638,2,14649
166638,4,5148
166647,1,8152
166647,2,8152
166656,1,4410
166656,2,1413
166656,4,2997
166674,1,3322
166674,2,3087
166674,4,235
166683,1,10979
166683,2,4361
166683,4,6618
166692,1,1407
166692,2,1311
166692,4,96
166708,1,1139
166708,4,1139
166717,1,458
166717,4,458
166805,1,138
166805,2,138
166823,1,11412
166823,2,11412
166850,1,2845
166850,2,2696
166850,4,149
166869,1,1409
166869,2,318
166869,4,1091
166887,1,12919
166887,2,12919
166911,1,354
166911,2,354
166939,1,2616
166939,2,2497
166939,4,119
166948,1,1548
166948,2,1537
166948,4,11
166957,1,6790
166957,2,6790
166975,1,402
166975,2,402
166984,1,837
166984,2,695
166984,4,142
167020,1,1170
167020,2,1170
167039,1,34
167039,2,34
167057,1,805
167057,2,412
167057,4,393
167093,1,482
167093,4,482
167181,1,218
167181,4,218
167215,1,1132
167215,4,1132
167224,1,156
167224,2,156
167251,1,1118
167251,2,1118
167260,1,1943
167260,2,1541
167260,4,402
167288,1,2582
167288,2,1962
167288,4,620
167297,1,158
167297,2,158
167312,1,11372
167312,2,11372
167321,1,2211
167321,2,2211
167358,1,34466
167358,2,22395
167358,4,12071
167376,1,9926
167376,2,9926
167394,1,1653
167394,2,1169
167394,4,484
167455,1,504
167455,2,457
167455,4,47
167464,1,56
167464,4,56
167525,1,7343
167525,2,7343
167534,1,11456
167534,2,11456
167543,1,1081
167543,2,1081
167598,1,2121
167598,2,1253
167598,4,868
167631,1,4004
167631,2,4004
167677,1,227
167677,2,85
167677,4,142
167729,1,14886
167729,2,9665
167729,4,5221
167738,1,1899
167738,2,1899
167783,1,6263
167783,2,2000
167783,4,4263
167792,1,453
167792,2,453
167835,1,3275
167835,2,2723
167835,4,552
167871,1,141
167871,2,141
167899,1,6078
167899,2,4224
167899,4,1854
167905,1,9410
167905,2,9410
167987,1,10548
167987,2,8822
167987,4,1726
167996,1,2522
167996,2,2522
168005,1,10656
168005,2,6501
168005,4,4155
168032,1,80
168032,2,80
168148,1,11200
168148,2,5613
168148,4,5587
168218,1,2546
168218,2,2546
168227,1,4045
168227,2,3900
168227,4,145
168254,1,4114
168254,2,2956
168254,4,1158
168263,1,6679
168263,2,5642
168263,4,1037
168281,1,1675
168281,2,1675
168290,1,1205
168290,2,808
168290,4,397
168342,1,2259
168342,2,2203
168342,4,56
168421,1,5320
168421,2,3537
168421,4,1783
168430,1,9360
168430,2,6370
168430,4,2990
168519,1,29
168519,2,29
168528,1,1670
168528,2,1670
168546,1,1758
168546,2,1758
168555,1,94
168555,2,94
168573,1,963
168573,2,963
168591,1,1472
168591,2,1472
168607,1,2791
168607,2,2791
168740,1,4336
168740,2,2251
168740,4,2085
168786,1,2472
168786,2,2088
168786,4,384
168838,1,4828
168838,2,4823
168838,4,5
168847,1,10542
168847,2,10527
168847,4,15
168883,1,3119
168883,2,3119
168892,1,147
168892,2,147
169080,1,4484
169080,2,4264
169080,4,220
169099,1,280
169099,4,280
169187,1,453
169187,2,453
169220,1,115
169220,4,115
169248,1,32603
169248,2,22687
169248,4,9916
169275,1,17820
169275,2,17820
169284,1,1009
169284,2,1009
169327,1,959
169327,2,801
169327,4,158
169363,1,934
169363,2,489
169363,4,445
169424,1,157
169424,4,157
169442,1,1473
169442,2,1446
169442,4,27
169479,1,16067
169479,2,13725
169479,4,2342
169503,1,362
169503,2,362
169521,1,17115
169521,2,17115
169567,1,276
169567,2,276
169576,1,212
169576,2,212
169628,1,969
169628,4,969
169655,1,1584
169655,2,1584
169716,1,6495
169716,2,3699
169716,4,2796
169734,1,563
169734,2,563
169761,1,660
169761,2,660
169798,1,28067
169798,2,21024
169798,4,7043
169910,1,16238
169910,2,14613
169910,4,1625
169947,1,83
169947,2,83
169974,1,2671
169974,2,2671
169983,1,2879
169983,2,2282
169983,4,597
169992,1,1528
169992,2,1528
170000,1,198
170000,2,198
170037,1,3407
170037,2,2454
170037,4,953
170046,1,1838
170046,2,1838
170055,1,24614
170055,2,24614
170082,1,28876
170082,2,23084
170082,4,5792
170091,1,273
170091,2,273
170240,1,25569
170240,2,25569
170301,1,3491
170301,2,3491
170417,1,1794
170417,2,1794
170444,1,11130
170444,2,11130
170514,1,156
170514,2,156
170532,1,1399
170532,2,1399
170541,1,18322
170541,2,18322
170550,1,14648
170550,2,14648
170587,1,2917
170587,2,2917
170611,1,261
170611,2,261
170620,1,6361
170620,2,6361
170639,1,2978
170639,2,2943
170639,4,35
170657,1,30822
170657,2,30822
170675,1,5264
170675,2,3443
170675,4,1821
170736,1,112
170736,2,112
170790,1,35387
170790,2,35387
170806,1,6430
170806,2,4139
170806,4,2291
170842,1,3586
170842,2,1037
170842,4,2549
170967,1,1140
170967,2,1122
170967,4,18
170976,1,43848
170976,2,27002
170976,4,16846
171012,1,350
171012,2,350
171100,1,51428
171100,2,37989
171100,4,13439
171128,1,7784
171128,2,6225
171128,4,1559
171137,1,10810
171137,2,8496
171137,4,2314
171146,1,9579
171146,2,7929
171146,4,1650
171155,1,7247
171155,2,7247
171225,1,6508
171225,2,6508
171234,1,3292
171234,2,3292
171261,1,108
171261,2,108
171298,1,8182
171298,2,8163
171298,4,19
171304,1,7130
171304,2,7130
171313,1,2131
171313,2,2131
171322,1,2715
171322,2,2715
171395,1,4510
171395,2,4510
171456,1,11514
171456,2,10243
171456,4,1271
171465,1,68
171465,2,68
171483,1,6390
171483,2,6390
171492,1,4634
171492,2,4176
171492,4,458
171535,1,43862
171535,2,43862
171571,1,23238
171571,2,18446
171571,4,4792
171599,1,1264
171599,2,1204
171599,4,60
171775,1,152
171775,2,152
171881,1,367
171881,2,364
171881,4,3
171988,1,412
171988,2,412
171997,1,276
171997,2,276
172015,1,410
172015,2,410
172033,1,507
172033,2,304
172033,4,203
172051,1,12766
172051,2,10394
172051,4,2372
172200,1,20905
172200,2,20905
172264,1,3115
172264,2,2623
172264,4,492
172291,1,6541
172291,2,6541
172307,1,4202
172307,2,4202
172325,1,1021
172325,2,1021
172334,1,6382
172334,2,3491
172334,4,2891
172422,1,522
172422,2,522
172440,1,637
172440,2,637
172477,1,4422
172477,4,4422
172495,1,267
172495,2,267
172556,1,89
172556,2,89
172574,1,219
172574,2,219
172583,1,177
172583,2,177
172608,1,4489
172608,2,1483
172608,4,3006
172617,1,23206
172617,2,23206
172635,1,34342
172635,2,34342
172644,1,37361
172644,2,24051
172644,4,13310
172671,1,2210
172671,2,2210
172699,1,28227
172699,2,21415
172699,4,6812
172705,1,252
172705,4,252
172802,1,66
172802,2,66
172866,1,328
172866,2,328
172918,1,4012
172918,2,4012
172927,1,152
172927,2,152
172954,1,3643
172954,2,3643
172963,1,12578
172963,2,12578
172972,1,67
172972,2,67
173045,1,4905
173045,2,3626
173045,4,1279
173063,1,5363
173063,2,5363
173115,1,2543
173115,2,2543
173124,1,6700
173124,2,5823
173124,4,877
173142,1,673
173142,2,673
173160,1,5029
173160,2,3894
173160,4,1135
173179,1,875
173179,4,875
173203,1,6062
173203,2,6062
173258,1,2043
173258,2,2043
173300,1,2885
173300,2,2842
173300,4,43
173328,1,3746
173328,2,2326
173328,4,1420
173416,1,5598
173416,2,5598
173452,1,1210
173452,2,1130
173452,4,80
173461,1,8685
173461,2,8685
173470,1,75
173470,2,75
173489,1,594
173489,2,594
173559,1,9219
173559,2,9219
173629,1,2055
173629,2,2026
173629,4,29
173638,1,5068
173638,2,5068
173647,1,2543
173647,2,2543
173665,1,8332
173665,2,2135
173665,4,6197
173683,1,150
173683,2,9
173683,4,141
173708,1,9159
173708,2,9159
173726,1,46
173726,2,46
173735,1,2224
173735,2,2224
173744,1,564
173744,2,564
173799,1,9762
173799,2,9762
173805,1,1573
173805,2,1573
173887,1,2609
173887,2,2609
173896,1,920
173896,4,920
173902,1,2122
173902,2,2122
173911,1,6247
173911,2,6247
173920,1,17351
173920,2,14674
173920,4,2677
173939,1,273
173939,2,273
173957,1,259
173957,4,259
173966,1,384
173966,2,154
173966,4,230
173984,1,3216
173984,2,2224
173984,4,992
173993,1,2291
173993,2,2291
174020,1,10013
174020,2,8951
174020,4,1062
174066,1,65213
174066,2,43829
174066,4,21384
174075,1,2663
174075,2,2663
174118,1,393
174118,2,393
174127,1,784
174127,2,718
174127,4,66
174136,1,14932
174136,2,14932
174154,1,494
174154,2,494
174190,1,334
174190,2,334
174206,1,203
174206,2,203
174233,1,12479
174233,2,11170
174233,4,1309
174251,1,1871
174251,2,1871
174279,1,2725
174279,2,2583
174279,4,142
174321,1,206
174321,2,206
174358,1,8900
174358,2,8046
174358,4,854
174376,1,10690
174376,2,10690
174385,1,774
174385,2,774
174394,1,1779
174394,2,1779
174428,1,15113
174428,2,15113
174437,1,1344
174437,2,1344
174473,1,5822
174473,2,5822
174482,1,135
174482,2,135
174491,1,3585
174491,2,3470
174491,4,115
174507,1,1032
174507,2,197
174507,4,835
174525,1,155
174525,2,155
174534,1,256
174534,2,256
174570,1,1365
174570,2,1365
174604,1,438
174604,2,438
174738,1,8213
174738,2,8213
174747,1,2159
174747,2,2159
174756,1,5943
174756,2,5943
174765,1,161
174765,2,161
174783,1,21939
174783,2,19188
174783,4,2751
174792,1,2133
174792,2,1964
174792,4,169
174817,1,8465
174817,2,2466
174817,4,5999
174844,1,3212
174844,2,3212
174862,1,1374
174862,2,1174
174862,4,200
174899,1,4508
174899,2,3219
174899,4,1289
174914,1,12301
174914,2,6472
174914,4,5829
174932,1,199
174932,2,199
174978,1,334
174978,2,334
175005,1,6014
175005,2,4317
175005,4,1697
175014,1,9678
175014,2,9678
175041,1,9625
175041,2,9625
175078,1,7949
175078,2,7247
175078,4,702
175120,1,425
175120,2,425
175139,1,193
175139,4,193
175157,1,879
175157,2,879
175227,1,2063
175227,2,2063
175236,1,6011
175236,2,6011
175263,1,3433
175263,2,3433
175272,1,9848
175272,2,8910
175272,4,938
175281,1,1052
175281,4,1052
175315,1,14766
175315,2,14766
175342,1,3970
175342,2,3132
175342,4,838
175421,1,4461
175421,2,3388
175421,4,1073
175430,1,627
175430,2,602
175430,4,25
175494,1,199
175494,2,199
175519,1,3315
175519,2,3315
175528,1,1088
175528,2,1088
175573,1,5252
175573,2,5252
175591,1,105
175591,2,105
175607,1,80
175607,2,80
175616,1,5039
175616,2,3680
175616,4,1359
175643,1,3567
175643,2,3567
175652,1,9906
175652,2,9906
175698,1,51
175698,2,51
175722,1,54
175722,2,54
175786,1,17002
175786,2,17002
175810,1,9866
175810,2,9866
175829,1,9555
175829,2,9555
175856,1,10276
175856,2,7753
175856,4,2523
175883,1,7255
175883,2,7255
175935,1,5371
175935,2,5371
175980,1,1226
175980,2,1071
175980,4,155
176008,1,4678
176008,2,4678
176017,1,18586
176017,2,15328
176017,4,3258
176026,1,2731
176026,2,867
176026,4,1864
176035,1,3166
176035,2,2860
176035,4,306
176044,1,3496
176044,2,3008
176044,4,488
176053,1,5305
176053,2,3262
176053,4,2043
176062,1,129
176062,2,129
176071,1,14177
176071,2,14177
176080,1,21143
176080,2,16189
176080,4,4954
176169,1,4488
176169,2,4488
176178,1,11524
176178,2,11524
176239,1,8319
176239,2,8319
176318,1,1151
176318,2,1151
176336,1,96
176336,2,96
176354,1,2901
176354,2,2901
176372,1,18711
176372,2,14833
176372,4,3878
176390,1,278
176390,2,278
176406,1,1043
176406,2,1043
176451,1,153
176451,4,153
176479,1,4770
176479,2,2833
176479,4,1937
176549,1,583
176549,2,583
176600,1,290
176600,4,290
176619,1,530
176619,4,530
176628,1,2273
176628,2,1294
176628,4,979
176637,1,1880
176637,2,1880
176664,1,658
176664,2,556
176664,4,102
176716,1,226
176716,2,226
176734,1,28
176734,2,28
176770,1,719
176770,2,707
176770,4,12
176789,1,371
176789,2,296
176789,4,75
176798,1,159
176798,2,159
176910,1,422
176910,2,422
176938,1,714
176938,2,714
176947,1,1180
176947,2,1180
176965,1,13864
176965,2,10887
176965,4,2977
176983,1,104
176983,2,104
176992,1,35
176992,2,35
177038,1,699
177038,2,143
177038,4,556
177056,1,72
177056,2,72
177065,1,29446
177065,2,28173
177065,4,1273
177083,1,123
177083,2,115
177083,4,8
177092,1,562
177092,4,562
177117,1,314
177117,2,314
177126,1,915
177126,4,915
177135,1,6403
177135,2,6403
177144,1,836
177144,2,836
177153,1,7051
177153,2,7051
177162,1,3094
177162,2,2303
177162,4,791
177214,1,7698
177214,2,6976
177214,4,722
177250,1,6061
177250,2,6061
177278,1,228
177278,4,228
177287,1,386
177287,2,386
177302,1,2232
177302,2,2232
177339,1,2113
177339,2,1840
177339,4,273
177418,1,3551
177418,2,2259
177418,4,1292
177427,1,280
177427,4,280
177436,1,38
177436,2,38
177472,1,17383
177472,2,17383
177542,1,1284
177542,2,1244
177542,4,40
177551,1,2184
177551,2,2184
177579,1,550
177579,2,550
177588,1,116
177588,2,116
177603,1,180
177603,2,180
177676,1,7815
177676,2,7815
177685,1,68
177685,2,68
177719,1,828
177719,2,693
177719,4,135
177746,1,829
177746,2,829
177807,1,45
177807,2,45
177816,1,115
177816,2,48
177816,4,67
177834,1,4213
177834,4,4213
177870,1,13
177870,2,13
177922,1,40
177922,2,40
177931,1,43
177931,2,43
177940,1,4139
177940,2,3882
177940,4,257
177968,1,17351
177968,2,8787
177968,4,8564
177977,1,1303
177977,2,1303
177986,1,1267
177986,2,97
177986,4,1170
177995,1,10499
177995,2,10499
178004,1,220
178004,2,220
178022,1,8523
178022,2,8523
178059,1,4223
178059,2,3394
178059,4,829
178077,1,291
178077,2,291
178110,1,375
178110,2,375
178183,1,520
178183,2,520
178208,1,1075
178208,2,389
178208,4,686
178217,1,5792
178217,2,5792
178226,1,1655
178226,2,1655
178244,1,5610
178244,2,3770
178244,4,1840
178262,1,300
178262,2,300
178305,1,1896
178305,2,1896
178341,1,6989
178341,2,6850
178341,4,139
178350,1,197
178350,2,197
178369,1,1910
178369,2,1910
178387,1,7051
178387,2,6901
178387,4,150
178396,1,34729
178396,2,25706
178396,4,9023
178402,1,20043
178402,2,13343
178402,4,6700
178411,1,7615
178411,2,5514
178411,4,2101
178420,1,20933
178420,2,16195
178420,4,4738
178448,1,7303
178448,2,7303
178466,1,166
178466,2,166
178484,1,535
178484,2,535
178518,1,351
178518,4,351
178527,1,90
178527,2,90
178563,1,80
178563,2,80
178615,1,6575
178615,2,5670
178615,4,905
178624,1,8518
178624,2,6659
178624,4,1859
178679,1,683
178679,2,683
178697,1,1518
178697,2,1518
178721,1,24023
178721,2,22814
178721,4,1209
178767,1,257
178767,2,257
178785,1,8097
178785,2,8097
178828,1,80
178828,2,80
178891,1,2334
178891,2,2334
178989,1,559
178989,2,370
178989,4,189
179043,1,3578
179043,2,2353
179043,4,1225
179052,1,217
179052,2,217
179070,1,1041
179070,2,1041
179113,1,18380
179113,2,18380
179159,1,19253
179159,2,13441
179159,4,5812
179195,1,62
179195,2,62
179201,1,2021
179201,2,2021
179229,1,76
179229,2,76
179238,1,61
179238,2,61
179256,1,389
179256,2,389
179265,1,1249
179265,2,678
179265,4,571
179292,1,11551
179292,2,11551
179308,1,13257
179308,2,13257
179317,1,321
179317,4,321
179326,1,4513
179326,2,3268
179326,4,1245
179344,1,2685
179344,2,2685
179399,1,32
179399,2,32
179450,1,140
179450,2,140
179511,1,398
179511,2,398
179539,1,6234
179539,2,6234
179548,1,1439
179548,2,1072
179548,4,367
179557,1,13279
179557,2,11217
179557,4,2062
179566,1,23334
179566,2,18906
179566,4,4428
179645,1,4639
179645,2,4639
179715,1,2460
179715,2,2460
179724,1,34
179724,2,34
179742,1,45
179742,4,45
179812,1,1108
179812,4,1108
179867,1,14336
179867,2,7502
179867,4,6834
179894,1,26191
179894,2,4664
179894,4,21527
179919,1,1280
179919,2,1280
179946,1,1104
179946,2,1104
179955,1,1162
179955,2,1162
179964,1,3796
179964,2,1386
179964,4,2410
179991,1,55
179991,2,55
180045,1,1788
180045,2,1788
180054,1,773
180054,2,773
180063,1,63
180063,2,63
180081,1,801
180081,2,801
180106,1,1484
180106,2,1484
180151,1,1774
180151,2,1774
180160,1,666
180160,2,666
180179,1,4651
180179,2,3854
180179,4,797
180197,1,4153
180197,2,4153
180203,1,496
180203,2,496
180212,1,790
180212,2,790
180249,1,3430
180249,2,3430
180258,1,1082
180258,2,987
180258,4,95
180276,1,1785
180276,2,1785
180328,1,960
180328,2,960
180373,1,715
180373,2,715
180391,1,60
180391,2,60
180416,1,3116
180416,2,2916
180416,4,200
180461,1,14702
180461,2,12052
180461,4,2650
180489,1,17742
180489,2,14975
180489,4,2767
180522,1,1613
180522,2,1499
180522,4,114
180595,1,1001
180595,2,903
180595,4,98
180647,1,1663
180647,2,1663
180692,1,1839
180692,2,1839
180771,1,84
180771,2,84
180814,1,16185
180814,2,11848
180814,4,4337
180832,1,1156
180832,2,857
180832,4,299
180878,1,606
180878,2,565
180878,4,41
180902,1,13658
180902,2,13658
180948,1,3523
180948,2,2732
180948,4,791
180957,1,281
180957,2,281
180984,1,2051
180984,2,1330
180984,4,721
181002,1,8373
181002,2,4482
181002,4,3891
181020,1,1004
181020,2,1004
181093,1,621
181093,2,496
181093,4,125
181127,1,1402
181127,2,1141
181127,4,261
181136,1,56
181136,2,56
181145,1,22
181145,2,22
181190,1,510
181190,2,510
181215,1,8252
181215,2,5548
181215,4,2704
181242,1,967
181242,2,967
181251,1,29
181251,2,29
181297,1,873
181297,2,775
181297,4,98
181303,1,34923
181303,2,34923
181312,1,5855
181312,2,5855
181330,1,790
181330,2,762
181330,4,28
181376,1,141
181376,2,141
181394,1,17622
181394,2,13581
181394,4,4041
181400,1,1593
181400,2,1593
181419,1,201
181419,2,201
181428,1,3477
181428,2,999
181428,4,2478
181446,1,3726
181446,2,3388
181446,4,338
181464,1,26951
181464,2,20284
181464,4,6667
181491,1,7390
181491,2,7390
181534,1,3275
181534,2,2694
181534,4,581
181543,1,52
181543,2,52
181604,1,1252
181604,2,943
181604,4,309
181640,1,19569
181640,2,19569
181738,1,1051
181738,2,978
181738,4,73
181756,1,982
181756,2,982
181765,1,435
181765,2,435
181783,1,4452
181783,2,3088
181783,4,1364
181792,1,16
181792,2,16
181817,1,7470
181817,2,7470
181853,1,452
181853,2,452
181880,1,276
181880,2,276
181941,1,617
181941,2,617
182005,1,62748
182005,2,62748
182111,1,1769
182111,2,1769
182148,1,1994
182148,2,1994
182209,1,557
182209,2,557
182281,1,35719
182281,2,26839
182281,4,8880
182290,1,20095
182290,2,15571
182290,4,4524
182306,1,4832
182306,2,4832
182397,1,251
182397,2,251
182430,1,374
182430,2,315
182430,4,59
182458,1,1268
182458,2,503
182458,4,765
182500,1,19282
182500,2,19282
182564,1,7826
182564,2,7826
182634,1,1183
182634,2,1183
182652,1,127
182652,2,127
182661,1,1097
182661,2,996
182661,4,101
182670,1,6615
182670,2,4613
182670,4,2002
182704,1,193
182704,2,193
182722,1,206
182722,2,206
182795,1,2906
182795,2,2241
182795,4,665
182829,1,544
182829,4,544
182865,1,5963
182865,2,5963
182883,1,44
182883,2,44
182892,1,60
182892,2,60
182908,1,414
182908,2,414
182917,1,68
182917,2,68
182953,1,212
182953,2,212
182980,1,2602
182980,2,1129
182980,4,1473
182999,1,75
182999,2,75
183026,1,12343
183026,2,7670
183026,4,4673
183035,1,74
183035,2,74
183044,1,16449
183044,2,13366
183044,4,3083
183062,1,6912
183062,2,6651
183062,4,261
183071,1,2157
183071,2,1489
183071,4,668
183080,1,7457
183080,2,4676
183080,4,2781
183099,1,5764
183099,2,5764
183105,1,1578
183105,2,1578
183114,1,1699
183114,2,1699
183123,1,2245
183123,2,2245
183132,1,4182
183132,2,4182
183141,1,3115
183141,2,3115
183150,1,2812
183150,2,2812
183202,1,41
183202,2,41
183211,1,2932
183211,2,1765
183211,4,1167
183239,1,2046
183239,2,2046
183248,1,235
183248,2,235
183257,1,2632
183257,2,2237
183257,4,395
183275,1,68
183275,2,68
183345,1,221
183345,2,221
183488,1,1495
183488,2,1495
183600,1,43
183600,2,43
183655,1,11053
183655,2,11053
183725,1,819
183725,2,819
183743,1,23625
183743,2,23625
183789,1,4977
183789,2,4977
183804,1,6455
183804,2,2896
183804,4,3559
183822,1,2511
183822,2,2511
183859,1,22830
183859,2,22830
183877,1,16705
183877,2,16705
183910,1,2508
183910,2,1673
183910,4,835
183938,1,23379
183938,2,23379
183974,1,3787
183974,2,2640
183974,4,1147
183983,1,113
183983,2,113
184047,1,732
184047,2,732
184056,1,1784
184056,2,1784
184092,1,843
184092,2,843
184135,1,1922
184135,2,1922
184144,1,217
184144,2,217
184153,1,47
184153,2,41
184153,4,6
184180,1,13901
184180,2,13901
184205,1,5828
184205,2,5828
184269,1,3153
184269,2,3074
184269,4,79
184278,1,232
184278,2,232
184320,1,2661
184320,2,2661
184348,1,3046
184348,2,2014
184348,4,1032
184357,1,54
184357,2,54
184427,1,460
184427,2,460
184481,1,18087
184481,2,18087
184506,1,219
184506,2,219
184603,1,10771
184603,2,7108
184603,4,3663
184612,1,2434
184612,2,1990
184612,4,444
184694,1,3919
184694,2,2642
184694,4,1277
184746,1,276
184746,2,276
184773,1,3518
184773,2,2227
184773,4,1291
184782,1,12870
184782,2,10961
184782,4,1909
184791,1,9863
184791,2,9863
184816,1,364
184816,2,364
184870,1,778
184870,2,778
184959,1,976
184959,2,976
184968,1,148
184968,2,148
184995,1,12192
184995,2,12192
185129,1,11061
185129,2,7804
185129,4,3257
185174,1,73
185174,2,73
185262,1,17845
185262,2,13773
185262,4,4072
185332,1,465
185332,2,465
185396,1,2883
185396,2,2883
185466,1,246
185466,2,246
185509,1,13731
185509,2,13731
185536,1,18657
185536,2,18657
185572,1,7478
185572,2,5185
185572,4,2293
185590,1,21627
185590,2,16388
185590,4,5239
185624,1,120
185624,2,120
185651,1,177
185651,2,177
185679,1,585
185679,2,585
185721,1,747
185721,2,747
185730,1,156
185730,2,156
185758,1,238
185758,4,238
185767,1,364
185767,2,364
185828,1,10195
185828,2,6643
185828,4,3552
185873,1,15653
185873,2,15653
185916,1,317
185916,2,317
185970,1,286
185970,2,286
186016,1,480
186016,2,480
186034,1,12588
186034,2,12588
186052,1,1384
186052,2,1384
186122,1,612
186122,4,612
186131,1,7802
186131,2,5297
186131,4,2505
186186,1,250
186186,2,250
186201,1,7010
186201,2,6666
186201,4,344
186274,1,364
186274,2,364
186283,1,7153
186283,2,5588
186283,4,1565
186335,1,156
186335,2,156
186371,1,7092
186371,2,5145
186371,4,1947
186380,1,41916
186380,2,32643
186380,4,9273
186399,1,13729
186399,2,8742
186399,4,4987
186405,1,16
186405,2,16
186423,1,77
186423,2,77
186432,1,3899
186432,2,2929
186432,4,970
186469,1,2037
186469,2,2037
186584,1,10942
186584,2,5710
186584,4,5232
186593,1,225
186593,2,225
186618,1,2500
186618,2,1442
186618,4,1058
186645,1,11666
186645,2,11666
186867,1,7201
186867,2,2287
186867,4,4914
186876,1,8599
186876,2,7674
186876,4,925
186900,1,64
186900,2,64
187000,1,152
187000,2,152
187046,1,18736
187046,2,17722
187046,4,1014
187134,1,8221
187134,2,6680
187134,4,1541
187161,1,2080
187161,2,2080
187198,1,18272
187198,2,18272
187222,1,6411
187222,2,915
187222,4,5496
187444,1,13027
187444,2,10810
187444,4,2217
187505,1,1629
187505,2,1629
187532,1,41506
187532,2,41506
187596,1,862
187596,2,862
187602,1,156
187602,2,156
187620,1,12673
187620,2,12673
187639,1,6309
187639,2,6309
187648,1,6410
187648,2,5076
187648,4,1334
187666,1,6468
187666,2,6468
187745,1,475
187745,2,475
187897,1,4746
187897,2,2698
187897,4,2048
187903,1,5166
187903,2,5166
187912,1,456
187912,2,456
187958,1,3849
187958,2,3849
187967,1,2411
187967,2,1636
187967,4,775
187976,1,1387
187976,2,1387
187985,1,31782
187985,2,22630
187985,4,9152
187994,1,5857
187994,2,5857
188003,1,3413
188003,2,3413
188021,1,2761
188021,2,2761
188030,1,21689
188030,2,16982
188030,4,4707
188049,1,3398
188049,2,3398
188058,1,3079
188058,2,3079
188100,1,11604
188100,2,11604
188137,1,7526
188137,2,7526
188146,1,268
188146,2,239
188146,4,29
188182,1,775
188182,2,539
188182,4,236
188207,1,152
188207,4,152
188216,1,990
188216,2,990
188225,1,2085
188225,2,2085
188261,1,2016
188261,2,2016
188304,1,3949
188304,2,3314
188304,4,635
188340,1,1599
188340,2,1576
188340,4,23
188429,1,11003
188429,2,5783
188429,4,5220
188438,1,5230
188438,2,5230
188465,1,789
188465,2,789
188517,1,1132
188517,2,1132
188526,1,1571
188526,2,1119
188526,4,452
188535,1,798
188535,4,798
188580,1,809
188580,4,809
188641,1,2532
188641,2,1954
188641,4,578
188650,1,700
188650,2,700
188669,1,85
188669,2,85
188678,1,210
188678,2,210
188687,1,400
188687,2,400
188696,1,76
188696,2,76
188854,1,1327
188854,2,1327
188890,1,3106
188890,2,3106
188915,1,72
188915,2,72
188942,1,109
188942,2,109
188988,1,635
188988,2,635
189015,1,1448
189015,4,1448
189088,1,2863
189088,2,2541
189088,4,322
189097,1,2472
189097,2,2472
189219,1,264
189219,2,264
189228,1,6432
189228,2,6432
189264,1,70
189264,2,70
189273,1,42
189273,2,36
189273,4,6
189282,1,272
189282,2,272
189404,1,175
