UNITID,EFFYLEV,EFYTOTLT
163107,1,44
163107,2,44
163204,1,59200
163204,2,39062
163204,4,20138
163259,1,7025
163259,2,922
163259,4,6103
163268,1,14756
163268,2,11382
163268,4,3374
163286,1,43316
163286,2,31252
163286,4,12064
163295,1,2639
163295,2,2400
163295,4,239
163338,1,5090
163338,2,4372
163338,4,718
163347,1,1840
163347,2,1840
163408,1,256
163408,2,256
163426,1,37390
163426,2,37390
163453,1,8761
163453,2,7364
163453,4,1397
163462,1,2376
163462,2,1754
163462,4,622
163532,1,710
163532,2,433
163532,4,277
163541,1,733
163541,2,733
163578,1,3815
163578,2,1512
163578,4,2303
163657,1,21141
163657,2,21141
163736,1,1418
163736,2,1418
163754,1,141
163754,2,141
163815,1,130
163815,2,130
163842,1,277
163842,2,6
163842,4,271
163851,1,9383
163851,2,8487
163851,4,896
163912,1,2113
163912,2,2076
163912,4,37
163921,1,2022
163921,2,1934
163921,4,88
163976,1,589
163976,2,476
163976,4,113
164058,1,1090
164058,2,1090
164076,1,25648
164076,2,19934
164076,4,5714
164085,1,617
164085,4,617
164100,1,137
164100,2,137
164155,1,5885
164155,2,5885
164173,1,4519
164173,2,4016
164173,4,503
164207,1,678
164207,2,358
164207,4,320
164216,1,1549
164216,2,1477
164216,4,72
164243,1,250
164243,4,250
164270,1,4784
164270,2,2015
164270,4,2769
164313,1,5539
164313,2,5539
164438,1,1212
164438,2,1062
164438,4,150
164447,1,4309
164447,2,1910
164447,4,2399
164465,1,1905
164465,2,1905
164474,1,366
164474,4,366
164492,1,1767
164492,2,1194
164492,4,573
164535,1,42
164535,2,42
164562,1,3078
164562,2,2452
164562,4,626
164580,1,3959
164580,2,2000
164580,4,1959
164599,1,102
164599,2,102
164614,1,141
164614,2,141
164632,1,2561
164632,2,1693
164632,4,868
164641,1,1481
164641,2,1481
164678,1,436
164678,2,436
164720,1,2081
164720,2,2081
164739,1,6092
164739,2,4367
164739,4,1725
164748,1,4670
164748,2,4670
164775,1,3497
164775,2,3497
164845,1,452
164845,2,452
164872,1,1721
164872,2,1166
164872,4,555
164915,1,180
164915,4,180
164924,1,16674
164924,2,10407
164924,4,6267
164933,1,713
164933,2,516
164933,4,197
164988,1,40968
164988,2,23544
164988,4,17424
165015,1,6271
165015,2,3608
165015,4,2663
165024,1,13561
165024,2,10592
165024,4,2969
165033,1,12123
165033,2,12123
165060,1,351
165060,2,351
165112,1,17853
165112,2,17853
165167,1,6008
165167,2,1752
165167,4,4256
165194,1,6530
165194,2,6530
165255,1,343
165255,2,343
165264,1,826
165264,2,826
165334,1,3869
165334,2,2498
165334,4,1371
165495,1,18
165495,4,18
165529,1,3458
165529,2,3053
165529,4,405
165556,1,1221
165556,2,1221
165574,1,1643
165574,2,1643
165608,1,86
165608,2,86
165635,1,338
165635,2,338
165644,1,1257
165644,2,1022
165644,4,235
165662,1,4804
165662,2,3857
165662,4,947
165671,1,2920
165671,2,2519
165671,4,401
165699,1,8003
165699,2,2662
165699,4,5341
165705,1,104
165705,4,104
165750,1,175
165750,2,175
165802,1,2716
165802,2,2716
165820,1,11784
165820,2,4965
165820,4,6819
165866,1,10410
165866,2,4978
165866,4,5432
165884,1,773
165884,2,773
165936,1,2095
165936,2,1604
165936,4,491
165945,1,2417
165945,4,2417
165981,1,3309
165981,2,3309
166009,1,161
166009,2,161
166018,1,1600
166018,2,1600
166027,1,34342
166027,2,14148
166027,4,20194
166045,1,301
166045,2,12
166045,4,289
166054,1,243
166054,2,84
166054,4,159
166063,1,75
166063,2,75
166124,1,2991
166124,2,2991
166133,1,9741
166133,2,9741
166276,1,567
166276,2,567
166294,1,109
166294,2,109
166319,1,103
166319,2,103
166328,1,66
166328,2,66
166391,1,1943
166391,2,1677
166391,4,266
166407,1,358
166407,2,358
166452,1,8566
166452,2,2329
166452,4,6237
166489,1,262
166489,2,51
166489,4,211
166498,1,137
166498,2,137
166513,1,18354
166513,2,13854
166513,4,4500
166586,1,77
166586,2,77
166595,1,125
166595,2,125
166601,1,284
166601,2,284
166629,1,31417
166629,2,24274
166629,4,7143
166638,1,20210
166638,2,15023
166638,4,5187
166647,1,8207
166647,2,8207
166656,1,5025
166656,2,1812
166656,4,3213
166674,1,3292
166674,2,3038
166674,4,254
166683,1,11271
166683,2,4386
166683,4,6885
166692,1,1417
166692,2,1319
166692,4,98
166708,1,1185
166708,4,1185
166717,1,554
166717,4,554
166805,1,158
166805,2,158
166823,1,11685
166823,2,11685
166850,1,2657
166850,2,2476
166850,4,181
166869,1,1907
166869,2,643
166869,4,1264
166887,1,13267
166887,2,13267
166911,1,368
166911,2,368
166939,1,2554
166939,2,2460
166939,4,94
166948,1,1555
166948,2,1534
166948,4,21
166957,1,6923
166957,2,6923
166975,1,422
166975,2,422
166984,1,790
166984,2,640
166984,4,150
167020,1,1005
167020,2,1005
167039,1,34
167039,2,34
167057,1,810
167057,2,414
167057,4,396
167093,1,482
167093,4,482
167181,1,203
167181,4,203
167215,1,1140
167215,4,1140
167224,1,121
167224,2,121
167251,1,1129
167251,2,1129
167260,1,1879
167260,2,1477
167260,4,402
167288,1,2574
167288,2,2028
167288,4,546
167297,1,165
167297,2,165
167312,1,11184
167312,2,11184
167321,1,2041
167321,2,2041
167358,1,36462
167358,2,22693
167358,4,13769
167376,1,9978
167376,2,9978
167394,1,1727
167394,2,1244
167394,4,483
167455,1,505
167455,2,455
167455,4,50
167464,1,66
167464,4,66
167525,1,7594
167525,2,7594
167534,1,11864
167534,2,11864
167543,1,936
167543,2,936
167598,1,2274
167598,2,1430
167598,4,844
167631,1,3861
167631,2,3861
167677,1,187
167677,2,37
167677,4,150
167729,1,14149
167729,2,9606
167729,4,4543
167738,1,1502
167738,2,1502
167783,1,5721
167783,2,2077
167783,4,3644
167792,1,408
167792,2,408
167835,1,3269
167835,2,2702
167835,4,567
167871,1,125
167871,2,125
167899,1,3425
167899,2,2165
167899,4,1260
167905,1,9235
167905,2,9235
167987,1,10663
167987,2,8595
167987,4,2068
167996,1,2590
167996,2,2590
168005,1,10433
168005,2,6399
168005,4,4034
168032,1,86
168032,2,86
168148,1,11451
168148,2,5627
168148,4,5824
168218,1,2636
168218,2,2636
168227,1,4003
168227,2,3877
168227,4,126
168254,1,4138
168254,2,2853
168254,4,1285
168263,1,6881
168263,2,5804
168263,4,1077
168281,1,1655
168281,2,1655
168290,1,1533
168290,2,1017
168290,4,516
168342,1,2252
168342,2,2199
168342,4,53
168421,1,5724
168421,2,3714
168421,4,2010
168430,1,9251
168430,2,6420
168430,4,2831
168519,1,28
168519,2,28
168528,1,1729
168528,2,1729
168546,1,1629
168546,2,1629
168555,1,97
168555,2,97
168573,1,941
168573,2,941
168591,1,1445
168591,2,1445
168607,1,2678
168607,2,2678
168740,1,4573
168740,2,2303
168740,4,2270
168786,1,2502
168786,2,2141
168786,4,361
168838,1,4569
168838,2,4553
168838,4,16
168847,1,10211
168847,2,10173
168847,4,38
168883,1,3215
168883,2,3215
168892,1,99
168892,2,99
169080,1,4336
169080,2,4140
169080,4,196
169099,1,310
169099,4,310
169187,1,451
169187,2,451
169220,1,143
169220,4,143
169248,1,33352
169248,2,23534
169248,4,9818
169275,1,17133
169275,2,17133
169284,1,869
169284,2,869
169327,1,962
169327,2,818
169327,4,144
169363,1,905
169363,2,508
169363,4,397
169424,1,163
169424,4,163
169442,1,1414
169442,2,1370
169442,4,44
169479,1,16031
169479,2,13186
169479,4,2845
169503,1,394
169503,2,394
169521,1,16944
169521,2,16944
169576,1,180
169576,2,180
169628,1,941
169628,4,941
169655,1,1539
169655,2,1539
169716,1,6311
169716,2,3552
169716,4,2759
169734,1,522
169734,2,522
169761,1,591
169761,2,591
169798,1,28511
169798,2,21609
169798,4,6902
169910,1,16908
169910,2,15343
169910,4,1565
169947,1,79
169947,2,79
169974,1,2026
169974,2,2026
169983,1,2638
169983,2,2080
169983,4,558
169992,1,1568
169992,2,1568
170000,1,299
170000,2,299
170037,1,3581
170037,2,2645
170037,4,936
170046,1,1343
170046,2,1343
170055,1,25605
170055,2,25605
170082,1,28824
170082,2,23229
170082,4,5595
170091,1,267
170091,2,267
170240,1,26724
170240,2,26724
170301,1,3464
170301,2,3464
170417,1,1543
170417,2,1543
170444,1,10637
170444,2,10637
170514,1,145
170514,2,145
170532,1,1380
170532,2,1380
170541,1,17572
170541,2,17572
170550,1,13152
170550,2,13152
170587,1,2741
170587,2,2741
170611,1,292
170611,2,292
170620,1,6927
170620,2,6927
170639,1,3099
170639,2,2994
170639,4,105
170657,1,31462
170657,2,31462
170675,1,5111
170675,2,3405
170675,4,1706
170736,1,110
170736,2,110
170790,1,35631
170790,2,35631
170806,1,6383
170806,2,4082
170806,4,2301
170842,1,3407
170842,2,1126
170842,4,2281
170967,1,1270
170967,2,1246
170967,4,24
170976,1,44453
170976,2,28294
170976,4,16159
171012,1,328
171012,2,328
171100,1,52567
171100,2,39282
171100,4,13285
171128,1,7605
171128,2,6068
171128,4,1537
171137,1,10546
171137,2,8419
171137,4,2127
171146,1,9827
171146,2,8141
171146,4,1686
171155,1,7585
171155,2,7585
171225,1,6464
171225,2,6464
171234,1,2980
171234,2,2980
171261,1,191
171261,2,191
171298,1,7481
171298,2,7451
171298,4,30
171304,1,7344
171304,2,7344
171313,1,1668
171313,2,1668
171322,1,2011
171322,2,2011
171395,1,4454
171395,2,4454
171456,1,11185
171456,2,9969
171456,4,1216
171465,1,71
171465,2,71
171483,1,6645
171483,2,6645
171492,1,4279
171492,2,3829
171492,4,450
171535,1,46181
171535,2,46181
171571,1,23557
171571,2,18903
171571,4,4654
171599,1,1314
171599,2,1241
171599,4,73
171775,1,110
171775,2,110
171881,1,354
171881,2,350
171881,4,4
171988,1,298
171988,2,298
171997,1,296
171997,2,296
172015,1,434
172015,2,434
172033,1,578
172033,2,364
172033,4,214
172051,1,13001
172051,2,10776
172051,4,2225
172200,1,21129
172200,2,21129
172264,1,3207
172264,2,2772
172264,4,435
172291,1,6944
172291,2,6944
172307,1,4402
172307,2,4402
172325,1,1448
172325,2,1448
172334,1,6332
172334,2,3692
172334,4,2640
172422,1,536
172422,2,536
172440,1,736
172440,2,736
172477,1,5046
172477,4,5046
172495,1,239
172495,2,239
172608,1,4585
172608,2,1471
172608,4,3114
172617,1,22632
172617,2,22632
172635,1,34698
172635,2,34698
172644,1,36749
172644,2,23991
172644,4,12758
172671,1,2115
172671,2,2115
172699,1,28517
172699,2,21788
172699,4,6729
172705,1,259
172705,4,259
172802,1,65
172802,2,65
172866,1,327
172866,2,327
172918,1,4201
172918,2,4201
172927,1,179
172927,2,179
172954,1,3531
172954,2,3531
172963,1,12538
172963,2,12538
172972,1,80
172972,2,80
173045,1,4935
173045,2,3690
173045,4,1245
173063,1,5190
173063,2,5190
173115,1,2360
173115,2,2360
173124,1,6870
173124,2,6083
173124,4,787
173142,1,639
173142,2,639
173160,1,5178
173160,2,3978
173160,4,1200
173179,1,817
173179,4,817
173203,1,6242
173203,2,6242
173258,1,2048
173258,2,2048
173300,1,2926
173300,2,2879
173300,4,47
173328,1,3644
173328,2,2184
173328,4,1460
173416,1,5915
173416,2,5915
173452,1,1239
173452,2,1166
173452,4,73
173461,1,8606
173461,2,8606
173470,1,78
173470,2,78
173489,1,558
173489,2,558
173559,1,9208
173559,2,9208
173629,1,2281
173629,2,2189
173629,4,92
173638,1,5343
173638,2,5343
173647,1,2507
173647,2,2507
173665,1,8902
173665,2,2266
173665,4,6636
173683,1,165
173683,4,165
173708,1,9751
173708,2,9751
173726,1,60
173726,2,60
173735,1,2210
173735,2,2210
173744,1,611
173744,2,611
173799,1,9875
173799,2,9875
173805,1,1615
173805,2,1615
173887,1,2657
173887,2,2657
173896,1,915
173896,4,915
173902,1,2161
173902,2,2161
173911,1,6148
173911,2,6148
173920,1,17968
173920,2,15117
173920,4,2851
173939,1,233
173939,2,233
173957,1,282
173957,4,282
173966,1,361
173966,2,159
173966,4,202
173984,1,3453
173984,2,2444
173984,4,1009
173993,1,2334
173993,2,2334
174020,1,10930
174020,2,9703
174020,4,1227
174066,1,64349
174066,2,43476
174066,4,20873
174075,1,2955
174075,2,2955
174118,1,413
174118,2,413
174127,1,782
174127,2,720
174127,4,62
174136,1,14573
174136,2,14573
174154,1,588
174154,2,588
174190,1,340
174190,2,340
174206,1,178
174206,2,178
174233,1,12722
174233,2,11442
174233,4,1280
174251,1,1972
174251,2,1972
174279,1,2655
174279,2,2501
174279,4,154
174321,1,186
174321,2,186
174358,1,8917
174358,2,8082
174358,4,835
174376,1,10717
174376,2,10717
174385,1,824
174385,2,824
174394,1,1365
174394,2,1365
174428,1,15180
174428,2,15180
174437,1,1471
174437,2,1471
174473,1,5485
174473,2,5485
174482,1,78
174482,2,78
174491,1,3661
174491,2,3521
174491,4,140
174507,1,1150
174507,2,310
174507,4,840
174525,1,147
174525,2,147
174534,1,242
174534,2,242
174570,1,1415
174570,2,1415
174604,1,460
174604,2,460
174738,1,8282
174738,2,8282
174747,1,2166
174747,2,2166
174756,1,6300
174756,2,6300
174765,1,163
174765,2,163
174783,1,22025
174783,2,19247
174783,4,2778
174792,1,2145
174792,2,1986
174792,4,159
174817,1,8656
174817,2,2455
174817,4,6201
174844,1,3233
174844,2,3233
174862,1,1319
174862,2,1074
174862,4,245
174899,1,4710
174899,2,3208
174899,4,1502
174914,1,12164
174914,2,6659
174914,4,5505
174932,1,222
174932,2,222
174978,1,325
174978,2,325
175005,1,6124
175005,2,4442
175005,4,1682
175014,1,10938
175014,2,10938
175041,1,9558
175041,2,9558
175078,1,7732
175078,2,7110
175078,4,622
175120,1,534
175120,2,534
175139,1,180
175139,4,180
175157,1,961
175157,2,961
175227,1,1978
175227,2,1978
175236,1,5909
175236,2,5909
175263,1,3327
175263,2,3327
175272,1,9691
175272,2,8909
175272,4,782
175281,1,1104
175281,4,1104
175315,1,15219
175315,2,15219
175342,1,4385
175342,2,3511
175342,4,874
175421,1,4340
175421,2,3223
175421,4,1117
175430,1,662
175430,2,635
175430,4,27
175494,1,198
175494,2,198
175519,1,3539
175519,2,3539
175528,1,1177
175528,2,1177
175573,1,5290
175573,2,5290
175591,1,100
175591,2,100
175607,1,101
175607,2,101
175616,1,5270
175616,2,3438
175616,4,1832
175643,1,3622
175643,2,3622
175652,1,9116
175652,2,9116
175698,1,38
175698,2,38
175722,1,49
175722,2,49
175786,1,18180
175786,2,18180
175810,1,10033
175810,2,10033
175829,1,11112
175829,2,11112
175856,1,9565
175856,2,6856
175856,4,2709
175883,1,6956
175883,2,6956
175935,1,5300
175935,2,5300
175980,1,1176
175980,2,1024
175980,4,152
176008,1,4926
176008,2,4926
176017,1,19911
176017,2,16405
176017,4,3506
176026,1,2890
176026,2,796
176026,4,2094
176035,1,3199
176035,2,2928
176035,4,271
176044,1,3102
176044,2,2631
176044,4,471
176053,1,5789
176053,2,3510
176053,4,2279
176062,1,128
176062,2,128
176071,1,14193
176071,2,14193
176080,1,22335
176080,2,17131
176080,4,5204
176169,1,4419
176169,2,4419
176178,1,11781
176178,2,11781
176239,1,8184
176239,2,8184
176318,1,1185
176318,2,1185
176336,1,132
176336,2,132
176354,1,2767
176354,2,2767
176372,1,19040
176372,2,15176
176372,4,3864
176390,1,268
176390,2,268
176406,1,1012
176406,2,1012
176451,1,162
176451,4,162
176479,1,5704
176479,2,3482
176479,4,2222
176549,1,546
176549,2,546
176600,1,222
176600,4,222
176619,1,561
176619,4,561
176628,1,2262
176628,2,1387
176628,4,875
176637,1,1803
176637,2,1803
176664,1,601
176664,2,512
176664,4,89
176716,1,196
176716,2,196
176734,1,27
176734,2,27
176770,1,911
176770,2,876
176770,4,35
176789,1,402
176789,2,337
176789,4,65
176798,1,201
176798,2,201
176910,1,378
176910,2,378
176938,1,755
176938,2,755
176947,1,1292
176947,2,1292
176965,1,14322
176965,2,11240
176965,4,3082
176983,1,100
176983,2,100
176992,1,27
176992,2,27
177038,1,700
177038,2,161
177038,4,539
177056,1,98
177056,2,98
177065,1,30588
177065,2,29320
177065,4,1268
177083,1,123
177083,2,117
177083,4,6
177092,1,561
177092,4,561
177117,1,313
177117,2,313
177126,1,876
177126,4,876
177135,1,6098
177135,2,6098
177144,1,902
177144,2,902
177162,1,2273
177162,2,2273
177214,1,7817
177214,2,7099
177214,4,718
177250,1,6206
177250,2,6206
177278,1,210
177278,4,210
177287,1,368
177287,2,368
177302,1,2179
177302,2,2179
177339,1,2230
177339,2,1866
177339,4,364
177418,1,3197
177418,2,1946
177418,4,1251
177427,1,315
177427,4,315
177436,1,38
177436,2,38
177472,1,19054
177472,2,19054
177542,1,1419
177542,2,1392
177542,4,27
177551,1,2010
177551,2,2010
177579,1,556
177579,2,556
177588,1,108
177588,2,108
177603,1,143
177603,2,143
177676,1,8114
177676,2,8114
177685,1,77
177685,2,77
177719,1,970
177719,2,794
177719,4,176
177746,1,880
177746,2,880
177807,1,46
177807,2,46
177816,1,125
177816,2,47
177816,4,78
177834,1,4244
177834,4,4244
177870,1,16
177870,2,16
177931,1,49
177931,2,49
177940,1,4152
177940,2,3910
177940,4,242
177968,1,17309
177968,2,9269
177968,4,8040
177977,1,1326
177977,2,1326
177986,1,1242
177986,2,81
177986,4,1161
177995,1,10374
177995,2,10374
178004,1,212
178004,2,212
178022,1,8747
178022,2,8747
178059,1,4444
178059,2,3520
178059,4,924
178077,1,245
178077,2,245
178110,1,271
178110,2,271
178183,1,434
178183,2,434
178208,1,1369
178208,2,409
178208,4,960
178217,1,6053
178217,2,6053
178226,1,1297
178226,2,1297
178244,1,5914
178244,2,4008
178244,4,1906
178262,1,234
178262,2,234
178305,1,2103
178305,2,2103
178314,1,28
178314,2,28
178341,1,6980
178341,2,6861
178341,4,119
178350,1,155
178350,2,155
178369,1,1941
178369,2,1941
178387,1,7503
178387,2,7267
178387,4,236
178396,1,35788
178396,2,26625
178396,4,9163
178402,1,20512
178402,2,13879
178402,4,6633
178411,1,8086
178411,2,5795
178411,4,2291
178420,1,21177
178420,2,16446
178420,4,4731
178448,1,7803
178448,2,7803
178466,1,152
178466,2,152
178484,1,490
178484,2,490
178518,1,367
178518,4,367
178527,1,95
178527,2,95
178563,1,108
178563,2,108
178606,1,21
178606,2,21
178615,1,6801
178615,2,5898
178615,4,903
178624,1,8322
178624,2,6792
178624,4,1530
178679,1,726
178679,2,726
178697,1,1544
178697,2,1544
178721,1,22678
178721,2,21449
178721,4,1229
178767,1,267
178767,2,267
178785,1,8532
178785,2,8532
178828,1,79
178828,2,79
178891,1,2671
178891,2,2671
178989,1,692
178989,2,508
178989,4,184
179043,1,3425
179043,2,2287
179043,4,1138
179052,1,213
179052,2,213
179070,1,837
179070,2,837
179159,1,20461
179159,2,14472
179159,4,5989
179195,1,61
179195,2,61
179201,1,2237
179201,2,2237
179229,1,83
179229,2,83
179238,1,58
179238,2,58
179256,1,384
179256,2,384
179265,1,1262
179265,2,706
179265,4,556
179308,1,45588
179308,2,45588
179317,1,276
179317,4,276
179326,1,4499
179326,2,3293
179326,4,1206
179344,1,2822
179344,2,2822
179399,1,29
179399,2,29
179450,1,127
179450,2,127
179511,1,499
179511,2,499
179539,1,6800
179539,2,6800
179548,1,1306
179548,2,974
179548,4,332
179557,1,13426
179557,2,11583
179557,4,1843
179566,1,23399
179566,2,19094
179566,4,4305
179645,1,5274
179645,2,5274
179715,1,2399
179715,2,2399
179724,1,41
179724,2,41
179742,1,57
179742,4,57
179812,1,1085
179812,4,1085
179867,1,15185
179867,2,7954
179867,4,7231
179894,1,26006
179894,2,4472
179894,4,21534
179919,1,1228
179919,2,1228
179946,1,1171
179946,2,1171
179955,1,1181
179955,2,1181
179964,1,3470
179964,2,1378
179964,4,2092
179991,1,49
179991,2,49
180054,1,732
180054,2,732
180063,1,68
180063,2,68
180081,1,776
180081,2,776
180090,1,113
180090,2,113
180106,1,1525
180106,2,1525
180151,1,1304
180151,2,1304
180160,1,555
180160,2,555
180179,1,6651
180179,2,5777
180179,4,874
180197,1,4077
180197,2,4077
180203,1,231
180203,2,231
180212,1,787
180212,2,787
180249,1,2737
180249,2,2737
180258,1,1263
180258,2,1167
180258,4,96
180276,1,2004
180276,2,2004
180328,1,869
180328,2,869
180373,1,732
180373,2,732
180391,1,60
180391,2,60
180416,1,2752
180416,2,2557
180416,4,195
180461,1,15427
180461,2,12764
180461,4,2663
180489,1,18472
180489,2,15589
180489,4,2883
180522,1,1658
180522,2,1528
180522,4,130
180595,1,1086
180595,2,996
180595,4,90
180647,1,1566
180647,2,1566
180692,1,1901
180692,2,1901
180771,1,79
180771,2,79
180814,1,15251
180814,2,10788
180814,4,4463
180832,1,1312
180832,2,924
180832,4,388
180878,1,633
180878,2,553
180878,4,80
180902,1,13419
180902,2,13419
180948,1,3771
180948,2,2829
180948,4,942
180957,1,225
180957,2,225
180984,1,2367
180984,2,1474
180984,4,893
181002,1,8826
181002,2,4723
181002,4,4103
181020,1,1084
181020,2,1084
181093,1,579
181093,2,463
181093,4,116
181127,1,1434
181127,2,1192
181127,4,242
181136,1,61
181136,2,61
181145,1,22
181145,2,22
181190,1,609
181190,2,609
181215,1,8245
181215,2,5708
181215,4,2537
181242,1,877
181242,2,863
181242,4,14
181297,1,934
181297,2,814
181297,4,120
181303,1,32650
181303,2,32650
181312,1,5390
181312,2,5390
181330,1,1151
181330,2,1126
181330,4,25
181376,1,156
181376,2,156
181394,1,17617
181394,2,13916
181394,4,3701
181400,1,1366
181400,2,1341
181400,4,25
181419,1,261
181419,2,261
181428,1,3748
181428,2,1083
181428,4,2665
181446,1,3737
181446,2,3329
181446,4,408
181464,1,27443
181464,2,20681
181464,4,6762
181491,1,7717
181491,2,7717
181534,1,3392
181534,2,2879
181534,4,513
181543,1,59
181543,2,59
181604,1,1227
181604,2,935
181604,4,292
181640,1,19401
181640,2,19401
181738,1,1076
181738,2,1003
181738,4,73
181756,1,1004
181756,2,1004
181765,1,397
181765,2,397
181783,1,4377
181783,2,3277
181783,4,1100
181792,1,16
181792,2,16
181817,1,8758
181817,2,8758
181853,1,507
181853,2,507
181880,1,270
181880,2,270
181941,1,1066
181941,2,1066
182005,1,61662
182005,2,61662
182111,1,1780
182111,2,1780
182148,1,1930
182148,2,1930
182209,1,592
182209,2,592
182281,1,36235
182281,2,27657
182281,4,8578
182290,1,21029
182290,2,16325
182290,4,4704
182306,1,5195
182306,2,5195
182397,1,393
182397,2,393
182430,1,442
182430,2,374
182430,4,68
182458,1,1275
182458,2,518
182458,4,757
182500,1,18405
182500,2,18405
182564,1,7851
182564,2,7851
182634,1,1247
182634,2,1247
182652,1,119
182652,2,119
182661,1,847
182661,2,770
182661,4,77
182670,1,6580
182670,2,4684
182670,4,1896
182704,1,183
182704,2,183
182722,1,187
182722,2,187
182795,1,2866
182795,2,2078
182795,4,788
182829,1,495
182829,4,495
182865,1,5185
182865,2,5185
182883,1,28
182883,2,28
182892,1,87
182892,2,87
182908,1,369
182908,2,369
182917,1,56
182917,2,56
182953,1,220
182953,2,220
182980,1,2532
182980,2,1068
182980,4,1464
182999,1,95
182999,2,95
183026,1,13324
183026,2,8329
183026,4,4995
183035,1,64
183035,2,64
183044,1,16798
183044,2,13570
183044,4,3228
183062,1,5942
183062,2,5663
183062,4,279
183071,1,2233
183071,2,1549
183071,4,684
183080,1,7538
183080,2,4830
183080,4,2708
183099,1,6152
183099,2,6152
183105,1,1544
183105,2,1544
183114,1,1885
183114,2,1885
183123,1,2395
183123,2,2395
183132,1,4588
183132,2,4588
183141,1,3410
183141,2,3410
183150,1,2909
183150,2,2909
183202,1,53
183202,2,53
183211,1,3027
183211,2,1786
183211,4,1241
183239,1,2015
183239,2,2015
183248,1,177
183248,2,177
183257,1,2802
183257,2,2437
183257,4,365
183275,1,78
183275,2,78
183345,1,169
183345,2,169
183488,1,783
183488,2,783
183600,1,52
183600,2,52
183655,1,11219
183655,2,11219
183725,1,904
183725,2,904
183743,1,23777
183743,2,23777
183789,1,4938
183789,2,4938
183804,1,7031
183804,2,3063
183804,4,3968
183822,1,2542
183822,2,2527
183822,4,15
183859,1,22446
183859,2,22446
183877,1,17479
183877,2,17479
183910,1,2692
183910,2,1858
183910,4,834
183938,1,23052
183938,2,23052
183974,1,3387
183974,2,2337
183974,4,1050
183983,1,164
183983,2,164
184047,1,572
184047,2,572
184056,1,1745
184056,2,1745
184092,1,1001
184092,2,1001
184135,1,2295
184135,2,2295
184144,1,223
184144,2,223
184153,1,63
184153,2,56
184153,4,7
184180,1,13936
184180,2,13936
184205,1,5486
184205,2,5486
184269,1,3068
184269,2,3068
184278,1,235
184278,2,235
184320,1,2393
184320,2,2393
184348,1,3102
184348,2,2058
184348,4,1044
184357,1,74
184357,2,74
184427,1,446
184427,2,446
184481,1,17414
184481,2,17414
184506,1,224
184506,2,224
184603,1,10746
184603,2,7402
184603,4,3344
184612,1,2580
184612,2,2121
184612,4,459
184694,1,3614
184694,2,2606
184694,4,1008
184746,1,261
184746,2,261
184773,1,3280
184773,2,2166
184773,4,1114
184782,1,13176
184782,2,11266
184782,4,1910
184791,1,10152
184791,2,10152
184816,1,363
184816,2,363
184870,1,650
184870,2,650
184959,1,2003
184959,2,2003
184968,1,132
184968,2,132
184995,1,12608
184995,2,12608
185129,1,10605
185129,2,7817
185129,4,2788
185174,1,78
185174,2,78
185262,1,18956
185262,2,14982
185262,4,3974
185332,1,587
185332,2,587
185396,1,2524
185396,2,2524
185466,1,363
185466,2,363
185509,1,13803
185509,2,13803
185536,1,19505
185536,2,19505
185572,1,7407
185572,2,5086
185572,4,2321
185590,1,21834
185590,2,16654
185590,4,5180
185624,1,55
185624,2,55
185651,1,164
185651,2,164
185679,1,582
185679,2,582
185721,1,738
185721,2,738
185730,1,138
185730,2,138
185758,1,234
185758,4,234
185767,1,360
185767,2,360
185828,1,10622
185828,2,7041
185828,4,3581
185873,1,16387
185873,2,16387
185916,1,316
185916,2,316
185970,1,308
185970,2,308
186016,1,506
186016,2,506
186034,1,13446
186034,2,13446
186052,1,1230
186052,2,1230
186122,1,551
186122,4,551
186131,1,8004
186131,2,5216
186131,4,2788
186186,1,284
186186,2,284
186201,1,7016
186201,2,6694
186201,4,322
186274,1,307
186274,2,307
186283,1,6747
186283,2,5292
186283,4,1455
186335,1,152
186335,2,152
186371,1,7276
186371,2,5451
186371,4,1825
186380,1,43885
186380,2,34171
186380,4,9714
186399,1,14275
186399,2,9354
186399,4,4921
186405,1,14
186405,2,14
186423,1,87
186423,2,87
186432,1,3743
186432,2,2875
186432,4,868
186469,1,1970
186469,2,1970
186584,1,11114
186584,2,5819
186584,4,5295
186593,1,266
186593,2,266
186618,1,2279
186618,2,1324
186618,4,955
186645,1,12227
186645,2,12227
186867,1,7208
186867,2,2483
186867,4,4725
186876,1,9102
186876,2,8038
186876,4,1064
186900,1,64
186900,2,64
187000,1,233
187000,2,233
187046,1,20251
187046,2,19140
187046,4,1111
187134,1,8486
187134,2,6958
187134,4,1528
187161,1,2249
187161,2,2249
187198,1,17486
187198,2,17486
187222,1,7887
187222,2,1585
187222,4,6302
187444,1,13616
187444,2,11560
187444,4,2056
187505,1,2301
187505,2,2301
187532,1,43062
187532,2,43062
187596,1,1143
187596,2,1143
187602,1,194
187602,2,194
187620,1,13358
187620,2,13358
187639,1,6854
187639,2,6854
187648,1,6868
187648,2,5399
187648,4,1469
187666,1,6761
187666,2,6761
187745,1,391
187745,2,391
187897,1,4814
187897,2,2726
187897,4,2088
187903,1,5368
187903,2,5368
187912,1,519
187912,2,519
187958,1,3999
187958,2,3999
187967,1,2291
187967,2,1580
187967,4,711
187976,1,1442
187976,2,1442
187985,1,33304
187985,2,23919
187985,4,9385
187994,1,6107
187994,2,6107
188003,1,3169
188003,2,3169
188021,1,2869
188021,2,2869
188030,1,21692
