UNITID,EFFYLEV,EFYTOTLT
209542,2,22637
209542,4,5551
209551,1,27078
209551,2,22020
209551,4,5058
209603,1,683
209603,2,626
209603,4,57
209612,1,3904
209612,2,1710
209612,4,2194
209667,1,106
209667,2,106
209676,1,234
209676,2,234
209694,1,110
209694,2,110
209700,1,167
209700,2,167
209719,1,57
209719,2,57
209746,1,53172
209746,2,53172
209807,1,41896
209807,2,29331
209807,4,12565
209825,1,4532
209825,2,3611
209825,4,921
209922,1,1536
209922,2,1499
209922,4,37
209940,1,11459
209940,2,11459
209986,1,63
209986,2,63
210076,1,2282
210076,2,2282
210100,1,139
210100,2,139
210146,1,8664
210146,2,6880
210146,4,1784
210155,1,2352
210155,2,2352
210234,1,5006
210234,2,5006
210270,1,5037
210270,2,5037
210304,1,2196
210304,2,1931
210304,4,265
210331,1,1326
210331,2,1057
210331,4,269
210340,1,108
210340,2,108
210359,1,1198
210359,2,1198
210368,1,871
210368,4,871
210401,1,3099
210401,2,2109
210401,4,990
210429,1,8384
210429,2,5974
210429,4,2410
210438,1,639
210438,2,82
210438,4,557
210456,1,307
210456,2,307
210474,1,86
210474,2,86
210483,1,679
210483,2,679
210492,1,234
210492,2,216
210492,4,18
210508,1,29
210508,4,29
210571,1,2678
210571,2,2580
210571,4,98
210599,1,825
210599,2,825
210605,1,31869
210605,2,31869
210669,1,2224
210669,2,2224
210711,1,270
210711,2,270
210739,1,3975
210739,2,2803
210739,4,1172
210748,1,174
210748,2,174
210775,1,4052
210775,2,3020
210775,4,1032
210784,1,365
210784,2,365
210809,1,743
210809,4,743
210890,1,216
210890,2,216
210906,1,878
210906,2,878
210942,1,4794
210942,2,4794
210951,1,165
210951,2,165
210960,1,3242
210960,2,3242
211006,1,559
211006,2,559
211024,1,1080
211024,2,671
211024,4,409
211079,1,4743
211079,2,4743
211088,1,4983
211088,2,2360
211088,4,2623
211130,1,358
211130,4,358
211149,1,326
211149,2,326
211158,1,11644
211158,2,10202
211158,4,1442
211200,1,630
211200,2,630
211273,1,1859
211273,2,1390
211273,4,469
211291,1,3819
211291,2,3667
211291,4,152
211307,1,16575
211307,2,16575
211316,1,107
211316,2,107
211334,1,103
211334,2,103
211343,1,6104
211343,2,6104
211352,1,4600
211352,2,1560
211352,4,3040
211361,1,11506
211361,2,8314
211361,4,3192
211370,1,121
211370,4,121
211398,1,266
211398,2,266
211431,1,3483
211431,2,2290
211431,4,1193
211440,1,12175
211440,2,6174
211440,4,6001
211468,1,1987
211468,2,1738
211468,4,249
211477,1,2169
211477,2,2169
211556,1,2735
211556,2,1249
211556,4,1486
211583,1,2691
211583,2,1709
211583,4,982
211608,1,1783
211608,2,1689
211608,4,94
211617,1,1439
211617,2,1439
211635,1,191
211635,2,191
211644,1,8544
211644,2,6934
211644,4,1610
211750,1,475
211750,2,475
211802,1,168
211802,2,168
211820,1,224
211820,2,224
211893,1,163
211893,2,123
211893,4,40
211909,1,153
211909,2,153
211927,1,18860
211927,2,18860
211981,1,2689
211981,2,2301
211981,4,388
212009,1,2477
212009,2,2477
212018,1,287
212018,4,287
212045,1,523
212045,2,523
212054,1,28374
212054,2,16209
212054,4,12165
212072,1,340
212072,2,340
212090,1,1355
212090,2,1355
212106,1,11746
212106,2,6208
212106,4,5538
212115,1,8726
212115,2,7113
212115,4,1613
212133,1,5319
212133,2,3291
212133,4,2028
212160,1,9901
212160,2,7392
212160,4,2509
212197,1,2606
212197,2,2543
212197,4,63
212212,1,61
212212,2,61
212230,1,95
212230,2,95
212267,1,317
212267,2,317
212276,1,277
212276,2,277
212285,1,107
212285,2,107
212294,1,126
212294,2,126
212300,1,91
212300,2,91
212328,1,326
212328,2,326
212337,1,286
212337,2,286
212355,1,326
212355,2,326
212373,1,164
212373,2,164
212382,1,336
212382,2,336
212391,1,262
212391,2,262
212425,1,549
212425,2,549
212434,1,490
212434,2,490
212443,1,172
212443,4,172
212568,1,227
212568,2,227
212577,1,2548
212577,2,2548
212601,1,4996
212601,2,3164
212601,4,1832
212656,1,2529
212656,2,2139
212656,4,390
212674,1,2678
212674,2,2678
212683,1,220
212683,2,220
212708,1,262
212708,2,262
212753,1,411
212753,2,411
212771,1,2645
212771,2,161
212771,4,2484
212805,1,2531
212805,2,2531
212832,1,3235
212832,2,2598
212832,4,637
212869,1,1760
212869,2,1760
212878,1,32758
212878,2,32758
212911,1,1253
212911,2,1253
212975,1,496
212975,2,496
212984,1,3829
212984,2,2332
212984,4,1497
212993,1,151
212993,2,151
213002,1,1471
213002,2,1471
213011,1,5941
213011,2,3856
213011,4,2085
213020,1,17018
213020,2,14051
213020,4,2967
213057,1,733
213057,2,733
213163,1,79
213163,2,79
213181,1,880
213181,2,880
213215,1,266
213215,2,266
213233,1,473
213233,2,473
213251,1,1662
213251,2,1662
213303,1,2129
213303,2,2068
213303,4,61
213312,1,590
213312,2,590
213321,1,3263
213321,2,2593
213321,4,670
213330,1,49
213330,2,49
213349,1,11851
213349,2,10449
213349,4,1402
213358,1,1646
213358,2,1500
213358,4,146
213367,1,7972
213367,2,4978
213367,4,2994
213376,1,2248
213376,2,2248
213385,1,2474
213385,2,2474
213400,1,1332
213400,2,1064
213400,4,268
213446,1,155
213446,4,155
213455,1,338
213455,2,338
213473,1,883
213473,2,883
213491,1,104
213491,2,104
213507,1,2338
213507,2,1858
213507,4,480
213525,1,11677
213525,2,11677
213534,1,1574
213534,2,1574
213543,1,7533
213543,2,4868
213543,4,2665
213552,1,96
213552,2,96
213570,1,1379
213570,2,1379
213589,1,944
213589,2,944
213598,1,2512
213598,2,1897
213598,4,615
213613,1,6275
213613,2,5757
213613,4,518
213622,1,279
213622,2,279
213631,1,190
213631,4,190
213640,1,316
213640,4,316
213659,1,10350
213659,2,10350
213668,1,1350
213668,2,1350
213686,1,137
213686,2,137
213774,1,1254
213774,2,1254
213783,1,3977
213783,2,3318
213783,4,659
213826,1,4048
213826,2,2525
213826,4,1523
213914,1,441
213914,2,441
213932,1,130
213932,2,130
213987,1,4987
213987,2,4387
213987,4,600
213996,1,3034
213996,2,2876
213996,4,158
214023,1,197
214023,2,197
214041,1,10966
214041,2,8720
214041,4,2246
214069,1,3415
214069,2,2732
214069,4,683
214111,1,16301
214111,2,16301
214148,1,608
214148,2,526
214148,4,82
214157,1,2294
214157,2,1961
214157,4,333
214166,1,2590
214166,2,2536
214166,4,54
214175,1,2698
214175,2,2698
214254,1,1520
214254,2,1520
214272,1,3689
214272,2,2809
214272,4,880
214290,1,1327
214290,2,1327
214315,1,133
214315,2,133
214379,1,16729
214379,2,16729
214476,1,105
214476,2,105
214528,1,1077
214528,2,1077
214546,1,79
214546,2,79
214564,1,1112
214564,4,1112
214582,1,1704
214582,2,1704
214591,1,4618
214591,2,4465
214591,4,153
214607,1,1247
214607,4,1247
214616,1,829
214616,4,829
214625,1,1068
214625,2,1063
214625,4,5
214634,1,853
214634,2,853
214643,1,950
214643,2,821
214643,4,129
214652,1,1673
214652,2,1668
214652,4,5
214670,1,1048
214670,2,1006
214670,4,42
214689,1,4415
214689,2,4381
214689,4,34
214698,1,1119
214698,2,1114
214698,4,5
214704,1,3193
214704,2,3014
214704,4,179
214713,1,5109
214713,2,3434
214713,4,1675
214731,1,1860
214731,2,1860
214740,1,1107
214740,2,1104
214740,4,3
214759,1,1239
214759,2,1239
214768,1,1385
214768,2,1385
214777,1,49025
214777,2,41358
214777,4,7667
214786,1,857
214786,2,857
214795,1,1383
214795,2,1383
214801,1,4219
214801,2,4119
214801,4,100
214810,1,1163
214810,2,1160
214810,4,3
214829,1,1981
214829,2,1663
214829,4,318
214838,1,362
214838,2,362
214883,1,2722
214883,2,2722
214892,1,587
214892,2,587
214944,1,1035
214944,2,1035
214962,1,89
214962,2,89
214971,1,367
214971,2,260
214971,4,107
215008,1,99
215008,2,99
215026,1,20
215026,2,20
215044,1,287
215044,2,287
215053,1,284
215053,2,284
215062,1,28453
215062,2,13470
215062,4,14983
215099,1,4072
215099,2,3250
215099,4,822
215105,1,2533
215105,2,2242
215105,4,291
215114,1,1476
215114,2,1064
215114,4,412
215123,1,2489
215123,4,2489
215132,1,3029
215132,2,1519
215132,4,1510
215239,1,29043
215239,2,29043
215266,1,1821
215266,2,1821
215275,1,2008
215275,2,2008
215284,1,3149
215284,2,3149
215293,1,33082
215293,2,20301
215293,4,12781
215309,1,566
215309,2,566
215336,1,63
215336,2,63
215381,1,631
215381,2,631
215390,1,312
215390,2,312
215415,1,3226
215415,2,3226
215424,1,336
215424,4,336
215433,1,812
215433,2,812
215442,1,4828
215442,2,3979
215442,4,849
215479,1,63
215479,2,63
215530,1,51
215530,2,51
215585,1,7773
215585,2,7773
215594,1,704
215594,2,704
215619,1,61
215619,4,61
215628,1,111
215628,4,111
215637,1,515
215637,2,515
215646,1,1222
215646,2,1222
215655,1,5823
215655,2,4360
215655,4,1463
215682,1,583
215682,2,583
215691,1,1118
215691,2,598
215691,4,520
215743,1,2725
215743,2,1915
215743,4,810
215770,1,10788
215770,2,5796
215770,4,4992
215798,1,2041
215798,2,1754
215798,4,287
215813,1,75
215813,4,75
215886,1,238
215886,2,238
215929,1,6858
215929,2,4311
215929,4,2547
215947,1,3126
215947,2,2546
215947,4,580
215965,1,95
215965,2,95
215974,1,451
215974,2,451
215983,1,43
215983,2,43
215992,1,504
215992,2,504
216010,1,9379
216010,2,7671
216010,4,1708
216038,1,10309
216038,2,9095
216038,4,1214
216047,1,270
216047,2,141
216047,4,129
216074,1,108
216074,2,108
216083,1,975
216083,2,975
216162,1,244
216162,2,244
216223,1,63
216223,2,63
216278,1,2456
216278,2,2456
216287,1,1563
216287,2,1563
216296,1,967
216296,2,967
216311,1,116
216311,2,116
216339,1,42688
216339,2,31273
216339,4,11415
216357,1,1151
216357,2,1151
216366,1,3901
216366,2,1167
216366,4,2734
216418,1,2823
216418,2,2823
216427,1,281
216427,2,281
216436,1,520
216436,2,520
216445,1,429
216445,2,429
216454,1,516
216454,2,516
216463,1,183
216463,4,183
216524,1,1809
216524,2,1809
216542,1,1376
216542,2,1321
216542,4,55
216551,1,341
216551,2,341
216579,1,157
216579,2,157
216597,1,12136
216597,2,7862
216597,4,4274
216630,1,191
216630,2,191
216649,1,38
216649,2,38
216667,1,1512
216667,2,1512
216694,1,2972
216694,2,1905
216694,4,1067
216746,1,132
216746,2,132
216764,1,17551
216764,2,14030
216764,4,3521
216773,1,110
216773,2,110
216782,1,1643
216782,2,1643
216807,1,1690
216807,2,1583
216807,4,107
216816,1,661
216816,4,661
216825,1,11583
216825,2,11583
216852,1,5532
216852,2,3562
216852,4,1970
216931,1,9314
216931,2,2445
216931,4,6869
216986,1,176
216986,2,176
217013,1,977
217013,2,916
217013,4,61
217040,1,75
217040,2,75
217059,1,6233
217059,2,5895
217059,4,338
217077,1,3259
217077,2,3259
217086,1,400
217086,2,400
217095,1,312
217095,2,312
217156,1,9276
217156,2,6850
217156,4,2426
217165,1,3816
217165,2,3413
217165,4,403
217235,1,12399
217235,2,10660
217235,4,1739
217244,1,1007
217244,2,1007
217305,1,4517
217305,2,4476
217305,4,41
217323,1,344
217323,2,344
217350,1,87
217350,2,87
217402,1,5745
217402,2,4756
217402,4,989
217420,1,10939
217420,2,8952
217420,4,1987
217475,1,24411
217475,2,24411
217484,1,19185
217484,2,15249
217484,4,3936
217493,1,2486
217493,2,2040
217493,4,446
217518,1,5086
217518,2,4661
217518,4,425
217536,1,2860
217536,2,2054
217536,4,806
217545,1,1402
217545,2,1402
217572,1,125
217572,2,125
217581,1,239
217581,2,239
217606,1,342
217606,2,342
217615,1,4330
217615,2,4330
217624,1,905
217624,2,905
217633,1,2746
217633,2,2493
217633,4,253
217688,1,4688
217688,2,3762
217688,4,926
217712,1,3946
217712,2,3946
217721,1,3508
217721,2,3508
217749,1,4385
217749,2,3477
217749,4,908
217776,1,2701
217776,2,1778
217776,4,923
217794,1,233
217794,2,233
217819,1,14545
217819,2,11011
217819,4,3534
217828,1,98
217828,2,98
217837,1,1708
217837,2,1708
217864,1,3909
217864,2,2682
217864,4,1227
217873,1,2077
217873,2,1980
217873,4,97
217882,1,22338
217882,2,16906
217882,4,5432
217891,1,174
217891,2,174
217907,1,1299
217907,2,1299
217925,1,1520
217925,2,701
217925,4,819
217934,1,1608
217934,2,1315
217934,4,293
217961,1,3944
217961,2,754
217961,4,3190
217989,1,1405
217989,2,1405
217998,1,949
217998,2,630
217998,4,319
218025,1,7997
218025,2,7997
218043,1,121
218043,2,121
218061,1,4711
218061,2,4178
218061,4,533
218070,1,3177
218070,2,2863
218070,4,314
218089,1,282
218089,2,247
218089,4,35
218113,1,20293
218113,2,20293
218140,1,10305
218140,2,10305
218159,1,109
218159,2,109
218195,1,239
218195,2,239
218229,1,3671
218229,2,3402
218229,4,269
218238,1,3881
218238,2,3881
218265,1,166
218265,4,166
218335,1,3001
218335,2,292
218335,4,2709
218353,1,17355
218353,2,17355
218399,1,1229
218399,2,1229
218414,1,1199
218414,2,1199
218441,1,2620
218441,2,2351
218441,4,269
218487,1,4348
218487,2,4348
218520,1,8156
218520,2,8156
218539,1,1321
218539,2,1243
218539,4,78
218645,1,3715
218645,2,3577
218645,4,138
218654,1,2161
218654,2,2161
218663,1,33503
218663,2,23379
218663,4,10124
218672,1,2006
218672,2,2006
218681,1,1507
218681,2,1507
218690,1,1493
218690,2,1493
218706,1,784
218706,2,784
218724,1,10148
218724,2,9009
218724,4,1139
218733,1,5068
218733,2,4353
218733,4,715
218742,1,6689
218742,2,6384
218742,4,305
218751,1,274
218751,4,274
218821,1,858
218821,2,858
218830,1,8259
218830,2,8259
218858,1,6005
218858,2,6005
218867,1,72
218867,2,72
218885,1,9252
218885,2,9252
218894,1,22883
218894,2,22883
218919,1,854
218919,2,854
218955,1,1067
218955,2,1067
218964,1,7221
218964,2,5479
218964,4,1742
218973,1,1551
218973,2,1551
218991,1,8643
218991,2,8643
219000,1,1941
219000,2,1895
219000,4,46
219037,1,204
219037,2,204
219046,1,6830
219046,2,5403
219046,4,1427
219055,1,649
219055,2,649
219082,1,4913
219082,2,4355
219082,4,558
219091,1,953
219091,2,855
219091,4,98
219125,1,173
219125,2,173
219143,1,1638
219143,2,1638
219170,1,17
219170,2,17
219189,1,1237
219189,2,1237
219198,1,1513
219198,2,1380
219198,4,133
219204,1,3542
219204,2,2911
219204,4,631
219213,1,1315
219213,2,1315
219240,1,174
219240,4,174
219259,1,3893
219259,2,3092
219259,4,801
219277,1,2602
219277,2,2349
219277,4,253
219295,1,810
219295,2,810
219338,1,17
219338,2,17
219347,1,2721
219347,2,2339
219347,4,382
219356,1,15051
219356,2,12997
219356,4,2054
219374,1,1634
219374,2,1467
219374,4,167
219383,1,2109
219383,2,1526
219383,4,583
219392,1,28
219392,2,28
219408,1,371
219408,2,371
219426,1,3069
219426,2,3069
219453,1,227
219453,2,227
219471,1,12973
219471,2,9127
219471,4,3846
219480,1,1563
219480,2,1563
219505,1,91
219505,2,85
219505,4,6
219578,1,863
219578,2,863
219587,1,115
219587,2,115
219596,1,472
219596,2,472
219602,1,12534
219602,2,11343
219602,4,1191
219639,1,1152
219639,2,1152
219709,1,6543
219709,2,5076
219709,4,1467
219718,1,5836
219718,2,4162
219718,4,1674
219790,1,1948
219790,2,1780
219790,4,168
219806,1,2303
219806,2,1927
219806,4,376
219824,1,13549
219824,2,13549
219833,1,2194
219833,2,1512
219833,4,682
219842,1,267
219842,4,267
219879,1,4944
219879,2,4944
219888,1,7537
219888,2,7537
219903,1,1133
219903,2,1133
219921,1,403
219921,2,403
219949,1,1598
219949,2,1256
219949,4,342
219976,1,4546
219976,2,3090
219976,4,1456
219994,1,1059
219994,2,1059
220002,1,1027
220002,2,1027
220057,1,4753
220057,2,4753
220075,1,17091
220075,2,13752
220075,4,3339
220118,1,736
220118,2,736
220127,1,917
220127,2,917
220136,1,155
220136,4,155
220163,1,132
220163,2,132
220181,1,629
220181,2,559
220181,4,70
220206,1,315
220206,2,315
220215,1,2290
220215,2,1593
220215,4,697
220251,1,593
220251,2,593
220279,1,875
220279,2,875
220312,1,184
220312,2,184
220321,1,1012
220321,2,1012
220394,1,372
220394,2,372
220400,1,7412
220400,2,7412
220464,1,150
220464,2,150
220473,1,889
220473,2,727
220473,4,162
220491,1,499
220491,2,499
220516,1,2345
220516,2,2013
220516,4,332
220552,1,1551
220552,2,1339
220552,4,212
220570,1,84
220570,2,84
220598,1,2371
220598,2,2371
220604,1,1340
220604,2,1340
220613,1,4913
220613,2,4359
220613,4,554
220631,1,5618
220631,2,1989
220631,4,3629
220640,1,834
220640,2,834
220701,1,1244
220701,2,1244
220710,1,1117
220710,2,1117
220756,1,379
220756,2,379
220765,1,693
220765,2,693
220792,1,801
220792,4,801
220808,1,486
220808,2,399
220808,4,87
220853,1,1448
220853,2,1448
220862,1,26312
220862,2,20299
220862,4,6013
220871,1,323
220871,4,323
220941,1,1019
220941,2,940
220941,4,79
220978,1,31269
220978,2,27196
220978,4,4073
220996,1,211
220996,4,211
221014,1,1269
221014,2,959
221014,4,310
221050,1,1365
221050,2,1365
221096,1,6878
221096,2,6878
221102,1,613
221102,2,613
221148,1,3582
221148,2,3582
221157,1,368
221157,2,368
221184,1,14305
221184,2,14305
221236,1,425
221236,2,425
221254,1,207
221254,2,207
221281,1,551
221281,2,551
221290,1,263
221290,2,263
221333,1,702
221333,2,702
221351,1,1816
221351,2,1798
221351,4,18
221388,1,250
221388,2,250
221397,1,8900
221397,2,8900
221430,1,458
221430,2,458
221485,1,19989
221485,2,19989
221494,1,821
221494,2,821
221519,1,1761
221519,2,1546
221519,4,215
221582,1,761
221582,2,761
221591,1,811
221591,2,811
221607,1,371
221607,2,371
221616,1,749
221616,2,749
221625,1,1369
221625,2,1369
221634,1,277
221634,2,277
221643,1,15585
221643,2,15585
221661,1,3512
221661,2,2925
221661,4,587
221670,1,487
221670,4,487
221731,1,1206
221731,2,1206
221740,1,12015
221740,2,10106
221740,4,1909
221759,1,32981
221759,2,23168
221759,4,9813
221768,1,9865
221768,2,9118
221768,4,747
221795,1,237
221795,2,237
221829,1,431
221829,2,431
221838,1,10416
221838,2,7816
221838,4,2600
221847,1,12981
221847,2,10352
221847,4,2629
221856,1,1325
221856,2,1003
221856,4,322
221892,1,3106
221892,2,1631
221892,4,1475
221908,1,8785
221908,2,8785
221953,1,2512
221953,2,2241
221953,4,271
221971,1,5195
221971,2,3485
221971,4,1710
221980,1,109
221980,2,109
221999,1,13500
221999,2,7000
221999,4,6500
222026,1,160
222026,2,160
222053,1,12351
222053,2,12351
222062,1,9093
222062,2,9093
222099,1,649
222099,2,649
222105,1,178
222105,2,178
222178,1,5120
222178,2,3963
222178,4,1157
222567,1,8787
222567,2,8787
222576,1,15823
222576,2,15823
222628,1,2392
222628,2,544
222628,4,1848
222673,1,344
222673,2,344
222682,1,437
222682,2,437
222691,1,410
222691,2,410
222707,1,252
222707,2,252
222761,1,1916
222761,2,1916
222822,1,8020
222822,2,8020
222831,1,7996
222831,2,6781
222831,4,1215
222877,1,266
222877,2,245
222877,4,21
222886,1,325
222886,2,325
222938,1,3379
222938,2,3379
222983,1,1338
222983,2,1317
222983,4,21
222992,1,77953
222992,2,77953
223001,1,183
223001,4,183
223056,1,128
223056,2,128
223083,1,556
223083,2,556
223117,1,134
223117,2,58
223117,4,76
223214,1,2115
223214,2,251
223214,4,1864
223223,1,1489
223223,4,1489
223232,1,16083
223232,2,13217
223232,4,2866
223320,1,6203
223320,2,6203
223427,1,25552
223427,2,25552
223463,1,2110
223463,2,2110
223472,1,414
223472,2,414
223506,1,6528
223506,2,6528
223524,1,24479
223524,2,24479
223658,1,393
223658,2,393
223667,1,33
223667,2,33
223773,1,11673
223773,2,11673
223816,1,48781
223816,2,48781
223852,1,53
223852,2,53
223898,1,6591
223898,2,6591
223922,1,2061
223922,2,2061
224004,1,3240
224004,2,1536
224004,4,1704
224013,1,89
224013,2,89
224110,1,14381
224110,2,14381
224147,1,11785
224147,2,9366
224147,4,2419
224156,1,460
224156,2,460
224183,1,1130
224183,2,1130
224226,1,6931
224226,2,4505
224226,4,2426
224244,1,403
224244,2,387
224244,4,16
224271,1,216
224271,2,216
224305,1,2490
224305,4,2490
224323,1,3270
224323,2,1403
224323,4,1867
224350,1,17098
224350,2,17098
224402,1,7434
224402,2,7434
224439,1,3124
224439,2,3124
224527,1,1273
224527,2,1273
224545,1,2510
224545,2,1575
224545,4,935
224554,1,13264
224554,2,7222
224554,4,6042
224572,1,23435
224572,2,23435
224615,1,19312
224615,2,19312
224642,1,41768
224642,2,41768
224660,1,894
224660,2,894
224679,1,1470
224679,2,1470
224712,1,141
224712,4,141
224758,1,117
224758,2,117
224776,1,2892
224776,2,2892
224828,1,276
224828,2,276
224891,1,1598
224891,2,1598
224907,1,170
224907,2,170
224961,1,3594
224961,2,3594
225070,1,7282
225070,2,7282
225201,1,1265
225201,2,1265
225247,1,2643
225247,2,2114
225247,4,529
225308,1,11851
225308,2,11851
225371,1,6371
225371,2,6371
225399,1,2954
225399,2,2462
225399,4,492
225414,1,10338
225414,2,6082
225414,4,4256
225423,1,92869
225423,2,92869
225432,1,16341
225432,2,16154
225432,4,187
225502,1,5286
225502,2,2918
225502,4,2368
225511,1,45001
225511,2,35757
225511,4,9244
225520,1,6199
225520,2,6199
225548,1,1431
225548,2,1404
225548,4,27
225575,1,1059
225575,2,988
225575,4,71
225627,1,9153
225627,2,6884
225627,4,2269
225779,1,464
225779,2,464
225788,1,358
225788,2,358
225849,1,1489
225849,2,1489
225858,1,1146
225858,2,1146
225876,1,562
225876,2,562
225885,1,570
225885,2,570
225991,1,313
225991,2,313
226019,1,9091
226019,2,9091
226091,1,18537
226091,2,11472
226091,4,7065
226107,1,3543
226107,2,3543
226116,1,3770
226116,2,3770
226125,1,224
226125,2,224
226134,1,13824
226134,2,13824
226152,1,8287
226152,2,6951
226152,4,1336
226204,1,9943
226204,2,9943
226231,1,4458
226231,2,3901
226231,4,557
226277,1,3326
226277,2,3326
226329,1,1260
226329,2,1260
226374,1,84
226374,2,84
226383,1,2592
226383,2,2019
226383,4,573
226408,1,6235
226408,2,6235
226471,1,3302
226471,2,2888
226471,4,414
226578,1,14610
226578,2,14610
226587,1,1812
226587,2,1812
226675,1,380
226675,2,380
226772,1,162
226772,2,162
226806,1,11695
226806,2,11695
226833,1,7608
226833,2,6705
226833,4,903
226860,1,106
226860,2,106
226879,1,395
226879,2,395
226903,1,591
226903,2,591
226930,1,15107
226930,2,15107
227003,1,1705
227003,2,1705
227058,1,110
227058,2,110
227146,1,15272
227146,2,15272
227155,1,101
227155,2,101
227182,1,86966
227182,2,86966
227191,1,20817
227191,2,20817
227216,1,44140
227216,2,33914
227216,4,10226
227225,1,4418
227225,2,4418
227243,1,912
227243,2,829
227243,4,83
227289,1,191
227289,4,191
227298,1,739
227298,2,739
227304,1,7551
227304,2,7551
227313,1,488
227313,2,488
227322,1,530
227322,2,530
227331,1,2963
227331,2,1702
227331,4,1261
227368,1,23023
227368,2,19011
227368,4,4012
227377,1,18970
227377,2,17743
227377,4,1227
227386,1,3265
227386,2,3265
227401,1,8505
227401,2,8505
227429,1,272
227429,2,272
227526,1,9946
227526,2,7647
227526,4,2299
227687,1,2309
227687,2,2309
227748,1,308
227748,2,308
227757,1,6503
227757,2,3768
227757,4,2735
227766,1,34627
227766,2,34627
227836,1,1460
227836,2,1460
227845,1,6109
227845,2,4909
227845,4,1200
227854,1,14847
227854,2,14847
227863,1,4430
227863,2,1800
227863,4,2630
227881,1,19710
227881,2,16226
227881,4,3484
227924,1,36718
227924,2,36718
227979,1,41792
227979,2,41792
228042,1,1263
228042,2,1205
228042,4,58
228088,1,90
228088,2,90
228149,1,4475
228149,2,2574
228149,4,1901
228158,1,14094
228158,2,14094
228185,1,69
228185,2,69
228194,1,1399
228194,4,1399
228200,1,1581
228200,2,1581
228219,1,2440
228219,2,2440
228246,1,12513
228246,2,6842
228246,4,5671
228282,1,523
228282,2,523
228291,1,43
228291,2,43
228316,1,8196
228316,2,8196
228325,1,2375
228325,2,1919
228325,4,456
228343,1,1423
228343,2,1423
228431,1,14939
228431,2,12670
228431,4,2269
228459,1,36743
228459,2,30338
228459,4,6405
228468,1,1111
228468,2,998
228468,4,113
228486,1,256
228486,2,256
228501,1,4062
228501,2,2772
228501,4,1290
228529,1,13690
228529,2,10889
228529,4,2801
228547,1,74833
228547,2,74833
228608,1,8593
228608,2,8593
228635,1,3078
228635,2,86
228635,4,2992
228644,1,3811
228644,2,1239
228644,4,2572
228653,1,3033
228653,2,785
228653,4,2248
228680,1,6754
228680,2,6754
228699,1,6226
228699,2,6226
228705,1,11927
228705,2,9084
228705,4,2843
228714,1,2147
228714,2,2053
228714,4,94
228723,1,51417
228723,2,40345
228723,4,11072
228769,1,45533
228769,2,34004
228769,4,11529
228778,1,55620
228778,2,41616
228778,4,14004
228787,1,20000
228787,2,12106
228787,4,7894
228796,1,26232
228796,2,21200
228796,4,5032
228802,1,7816
228802,2,5845
228802,4,1971
228866,1,349
228866,4,349
228875,1,9771
228875,2,8321
228875,4,1450
228884,1,1081
228884,2,1031
228884,4,50
228909,1,1912
228909,4,1912
228981,1,1418
228981,2,1418
229018,1,5170
229018,2,3851
229018,4,1319
229027,1,35098
229027,2,29544
229027,4,5554
229036,1,936
229036,2,936
229063,1,11063
229063,2,8035
229063,4,3028
229115,1,35105
229115,2,27514
229115,4,7591
229151,1,223
229151,2,223
229160,1,3768
229160,2,2071
229160,4,1697
229179,1,17458
229179,2,9077
229179,4,8381
229267,1,2665
229267,2,2419
229267,4,246
229300,1,5124
229300,2,671
229300,4,4453
229319,1,8102
229319,2,8102
229328,1,2409
229328,2,2409
229337,1,4797
229337,2,1569
229337,4,3228
229355,1,15806
229355,2,15806
229416,1,3728
229416,2,3728
229425,1,699
229425,2,699
229504,1,8655
229504,2,8655
229522,1,153
229522,2,153
229540,1,5975
229540,2,5975
229638,1,136
229638,2,136
229780,1,10677
229780,2,8070
229780,4,2607
229799,1,8153
229799,2,8153
229814,1,9232
229814,2,7243
229814,4,1989
229832,1,4427
229832,2,4427
229841,1,10535
229841,2,10535
229887,1,1560
229887,2,1523
229887,4,37
229957,1,129
229957,2,129
230010,1,1473
230010,2,1473
230038,1,40203
230038,2,36069
230038,4,4134
230047,1,3678
230047,2,3678
230056,1,991
230056,2,989
230056,4,2
230065,1,449
230065,2,449
230092,1,3515
230092,2,3515
230135,1,85
230135,2,85
230144,1,81
230144,2,81
230162,1,8460
230162,2,8460
230171,1,11387
230171,2,11387
230199,1,89
230199,2,89
230205,1,50
230205,2,50
230214,1,492
230214,2,492
230223,1,99
230223,2,99
230366,1,795
230366,2,795
230384,1,1451
230384,2,1451
230418,1,2463
230418,2,2463
230472,1,864
230472,2,864
230490,1,4960
230490,2,4960
230597,1,5335
230597,2,5335
230603,1,13150
230603,2,11688
230603,4,1462
230621,1,1374
230621,2,1364
230621,4,10
230630,1,739
230630,2,739
230676,1,1036
230676,2,1036
230728,1,33517
230728,2,27528
230728,4,5989
230737,1,40697
230737,2,40596
230737,4,101
230746,1,50643
230746,2,50643
230764,1,37046
230764,2,29012
230764,4,8034
230782,1,31546
230782,2,30709
230782,4,837
230807,1,3829
230807,2,2685
230807,4,1144
230816,1,865
230816,2,693
230816,4,172
230825,1,244
230825,2,244
230834,1,3104
230834,2,2305
230834,4,799
230852,1,3386
230852,2,3007
230852,4,379
230861,1,11395
230861,2,11395
230889,1,998
230889,2,352
230889,4,646
230898,1,847
230898,2,758
230898,4,89
230913,1,2442
230913,2,1997
230913,4,445
230931,1,1764
230931,2,1532
230931,4,232
230940,1,326
230940,2,326
230959,1,4560
230959,2,3774
230959,4,786
230977,1,780
230977,2,780
230995,1,4123
